55,Goodyear,DuraGrip,165/60 R15,84.63,summer,www.dexel.co.uk
56,,,165/60 R15,97.5,winter,www.dexel.co.uk
57,Continental,EcoContact 5,165/60 R15,101.34,summer,www.dexel.co.uk
58,Economy,,165/65 R13,40.05,summer,www.dexel.co.uk
59,Dexel,Premium Choice,165/65 R13,55.38,summer,www.dexel.co.uk
60,Yokohama,AE01 BluEarth,165/65 R13,65.37,summer,www.dexel.co.uk
61,Uniroyal,RainExpert 3,165/65 R13,67.6,summer,www.dexel.co.uk
62,Goodyear,EfficientGrip Compact,165/65 R13,76.76,summer,www.dexel.co.uk
63,Economy,,165/65 R14,47.06,summer,www.dexel.co.uk
64,Hankook,Kinergy Eco (K425),165/65 R14,57.96,summer,www.dexel.co.uk
65,Dexel,Premium Choice,165/65 R14,66.48,summer,www.dexel.co.uk
66,Goodyear,EfficientGrip Compact,165/65 R14,73.12,summer,www.dexel.co.uk
67,Dunlop,SP Street Response 2,165/65 R14,73.12,summer,www.dexel.co.uk
68,Vredestein,Quatrac 5,165/65 R14,75.03,winter,www.dexel.co.uk
69,Vredestein,T-Trac 2,165/65 R14,77.24,summer,www.dexel.co.uk
70,Continental,EcoContact 5,165/65 R14,79.3,summer,www.dexel.co.uk
71,Pirelli,Cinturato P1,165/65 R14,80.0,summer,www.dexel.co.uk
72,Continental,EcoContact 5,165/65 R14,82.21,summer,www.dexel.co.uk
73,Economy,,165/65 R15,48.8,summer,www.dexel.co.uk
74,Hankook,Kinergy Eco (K425),165/65 R15,67.28,summer,www.dexel.co.uk
75,Dexel,Premium Choice,165/65 R15,72.01,summer,www.dexel.co.uk
76,Goodyear,EfficientGrip Compact,165/65 R15,84.63,summer,www.dexel.co.uk
77,Dunlop,SP Street Response 2,165/65 R15,84.63,summer,www.dexel.co.uk
78,Dunlop,SP Sport BluResponse,165/65 R15,87.66,summer,www.dexel.co.uk
79,Continental,EcoContact 6,165/65 R15,92.05,summer,www.dexel.co.uk
80,Michelin,Primacy 4,165/65 R15,93.08,summer,www.dexel.co.uk
81,Michelin,Primacy 4,165/65 R15,93.08,summer,www.dexel.co.uk
82,,,165/65 R15,96.22,winter,www.dexel.co.uk
83,Economy,,165/70 R10,75.6,summer,www.dexel.co.uk
84,Economy,,165/70 R13,41.55,summer,www.dexel.co.uk
85,Economy,,165/70 R13,54.48,summer,www.dexel.co.uk
86,Uniroyal,RainExpert 3,165/70 R13,63.67,summer,www.dexel.co.uk
87,Goodyear,EfficientGrip Compact,165/70 R13,70.7,summer,www.dexel.co.uk
88,Vredestein,Quatrac 5,165/70 R13,71.65,winter,www.dexel.co.uk
89,Dunlop,SP Street Response 2,165/70 R13,71.8,summer,www.dexel.co.uk
90,Continental,EcoContact 3,165/70 R13,74.36,summer,www.dexel.co.uk
91,Economy,,165/70 R14,48.22,summer,www.dexel.co.uk
92,Economy,,165/70 R14,48.48,summer,www.dexel.co.uk
93,Economy,,165/70 R14,51.72,summer,www.dexel.co.uk
94,Dexel,Premium Choice,165/70 R14,67.22,summer,www.dexel.co.uk
95,Dunlop,SP Street Response 2,165/70 R14,73.12,summer,www.dexel.co.uk
96,Goodyear,EfficientGrip Compact,165/70 R14,73.12,summer,www.dexel.co.uk
97,Vredestein,Quatrac 5,165/70 R14,76.0,winter,www.dexel.co.uk
98,Vredestein,T-Trac 2,165/70 R14,76.4,summer,www.dexel.co.uk
99,Michelin,Energy Saver +,165/70 R14,79.1,summer,www.dexel.co.uk
100,Goodyear,EfficientGrip Compact,165/70 R14,79.8,summer,www.dexel.co.uk
101,Dunlop,SP Street Response 2,165/70 R14,79.8,summer,www.dexel.co.uk
102,Michelin,Cross Climate +,165/70 R14,80.17,winter,www.dexel.co.uk
103,Continental,EcoContact 5,165/70 R14,84.33,summer,www.dexel.co.uk
104,Dexel,Premium Choice,165/70 R14,86.42,summer,www.dexel.co.uk
105,,,165/70 R14,87.93,winter,www.dexel.co.uk
106,,,165/70 R14,92.73,winter,www.dexel.co.uk
107,Continental,VanContact 100,165/70 R14,108.44,summer,www.dexel.co.uk
108,Economy,,165/80 R13,40.53,summer,www.dexel.co.uk
109,Economy,,165/80 R13,48.08,summer,www.dexel.co.uk
110,Economy,,165/80 R13,52.12,summer,www.dexel.co.uk
111,Uniroyal,RainExpert 3,165/80 R13,71.01,summer,www.dexel.co.uk
112,Dexel,Premium Choice,165/80 R13,74.37,summer,www.dexel.co.uk
113,Dexel,Premium Choice,165/80 R13,74.62,summer,www.dexel.co.uk
114,Economy,,165/80 R14,50.88,summer,www.dexel.co.uk
115,Economy,,165/80 R15,67.26,summer,www.dexel.co.uk
116, , ,175/50 R15,54.24,summer,www.dexel.co.uk
117, , ,175/55 R15,49.8,summer,www.dexel.co.uk
118, , ,175/55 R15,53.28,summer,www.dexel.co.uk
119, , ,175/55 R15,55.08,summer,www.dexel.co.uk
120,Continental,EcoContact 3,175/55 R15,97.92,summer,www.dexel.co.uk
121,Continental,EcoContact EP,175/55 R15,97.92,summer,www.dexel.co.uk
122,Continental,EcoContact 6,175/55 R15,97.92,summer,www.dexel.co.uk
123,Bridgestone,Ecopia ER30,175/55 R20,132.72,summer,www.dexel.co.uk
124,Continental,EcoContact 6,175/55 R20,155.79,summer,www.dexel.co.uk
125,Economy,,175/60 R13,48.26,summer,www.dexel.co.uk
126,Economy,,175/60 R14,47.01,summer,www.dexel.co.uk
127,Hankook,Kinergy Eco (K425),175/60 R14,74.13,summer,www.dexel.co.uk
128,Uniroyal,RainExpert,175/60 R14,81.52,summer,www.dexel.co.uk
129,Continental,PremiumContact 2,175/60 R14,100.93,summer,www.dexel.co.uk
130,Economy,,175/60 R15,47.12,summer,www.dexel.co.uk
131,Hankook,Kinergy Eco (K425),175/60 R15,78.97,summer,www.dexel.co.uk
132,Dexel,Premium Choice,175/60 R15,89.83,summer,www.dexel.co.uk
133,Economy,,175/65 R13,44.54,summer,www.dexel.co.uk
134,Uniroyal,RainExpert 3,175/65 R13,74.64,summer,www.dexel.co.uk
135,Economy,,175/65 R14,45.98,summer,www.dexel.co.uk
136,Economy,,175/65 R14,49.08,summer,www.dexel.co.uk
137,Economy,,175/65 R14,54.54,winter,www.dexel.co.uk
138,Economy,,175/65 R14,54.91,summer,www.dexel.co.uk
139,Hankook,Kinergy Eco (K425),175/65 R14,57.38,summer,www.dexel.co.uk
140,Dexel,Premium Choice,175/65 R14,62.72,summer,www.dexel.co.uk
141,Dexel,Premium Choice,175/65 R14,63.86,summer,www.dexel.co.uk
142,Uniroyal,RainExpert 3,175/65 R14,68.82,summer,www.dexel.co.uk
143,Vredestein,Quatrac 5,175/65 R14,71.8,winter,www.dexel.co.uk
144,Vredestein,T-Trac 2,175/65 R14,72.13,summer,www.dexel.co.uk
145,Vredestein,T-Trac 2,175/65 R14,72.86,summer,www.dexel.co.uk
146,Michelin,Energy Saver +,175/65 R14,74.2,summer,www.dexel.co.uk
147,Michelin,Energy Saver +,175/65 R14,75.21,summer,www.dexel.co.uk
148,Continental,EcoContact 5,175/65 R14,75.3,summer,www.dexel.co.uk
149,Continental,EcoContact 6,175/65 R14,75.3,summer,www.dexel.co.uk
150,Michelin,Cross Climate +,175/65 R14,77.96,winter,www.dexel.co.uk
151,Goodyear,EfficientGrip Compact,175/65 R14,78.58,summer,www.dexel.co.uk
152,Dunlop,SP Street Response 2,175/65 R14,78.58,summer,www.dexel.co.uk
153,Continental,EcoContact 6,175/65 R14,83.44,summer,www.dexel.co.uk
154,Dexel,Premium Choice,175/65 R14,83.8,summer,www.dexel.co.uk
155,Hankook,Vantra LT (RA18),175/65 R14,84.49,summer,www.dexel.co.uk
156,Uniroyal,RainMax 3,175/65 R14,84.87,summer,www.dexel.co.uk
157,Continental,EcoContact 6,175/65 R14,85.64,summer,www.dexel.co.uk
158,,,175/65 R14,94.78,winter,www.dexel.co.uk
159,Economy,,175/65 R15,48.44,summer,www.dexel.co.uk
160,Economy,,175/65 R15,48.44,summer,www.dexel.co.uk
161,Hankook,Kinergy Eco (K425),175/65 R15,67.28,summer,www.dexel.co.uk
162,Hankook,Kinergy Eco (K425),175/65 R15,70.11,summer,www.dexel.co.uk
163,Dexel,Premium Choice,175/65 R15,74.53,summer,www.dexel.co.uk
164,,,175/65 R15,78.01,winter,www.dexel.co.uk
165,Pirelli,Cinturato P1,175/65 R15,79.14,summer,www.dexel.co.uk
166,Continental,EcoContact 6,175/65 R15,83.82,summer,www.dexel.co.uk
167,Dunlop,SP Sport FastResponse,175/65 R15,84.02,summer,www.dexel.co.uk
168,Pirelli,Cinturato P1,175/65 R15,84.67,summer,www.dexel.co.uk
169,Dunlop,SP Sport BluResponse,175/65 R15,87.06,summer,www.dexel.co.uk
170,Michelin,Alpin A4,175/65 R15,87.88,winter,www.dexel.co.uk
171,Continental,EcoContact 6,175/65 R15,91.44,summer,www.dexel.co.uk
172,Economy,,175/70 R13,45.4,summer,www.dexel.co.uk
173,Dexel,Premium Choice,175/70 R13,63.98,summer,www.dexel.co.uk
174,Uniroyal,RainExpert 3,175/70 R13,65.01,summer,www.dexel.co.uk
175,Goodyear,EfficientGrip Compact,175/70 R13,72.52,summer,www.dexel.co.uk
176,Vredestein,Quatrac 5,175/70 R13,73.33,winter,www.dexel.co.uk
177,Dunlop,SP Street Response 2,175/70 R13,73.63,summer,www.dexel.co.uk
178,Economy,,175/70 R14,47.0,summer,www.dexel.co.uk
179,Economy,,175/70 R14,47.6,summer,www.dexel.co.uk
180,Economy,,175/70 R14,49.2,summer,www.dexel.co.uk
181,Hankook,Kinergy Eco (K425),175/70 R14,69.57,summer,www.dexel.co.uk
182,Dexel,Premium Choice,175/70 R14,76.18,summer,www.dexel.co.uk
183,Dexel,Premium Choice,175/70 R14,76.41,summer,www.dexel.co.uk
184,Hankook,Vantra LT (RA18),175/70 R14,83.91,summer,www.dexel.co.uk
185,Dexel,Premium Choice,175/70 R14,86.08,summer,www.dexel.co.uk
186,Goodyear,EfficientGrip Compact,175/70 R14,87.66,summer,www.dexel.co.uk
187,Dunlop,SP Street Response 2,175/70 R14,87.66,summer,www.dexel.co.uk
188,Vredestein,Quatrac 5,175/70 R14,91.0,winter,www.dexel.co.uk
189,Goodyear,EfficientGrip Compact,175/70 R14,91.29,summer,www.dexel.co.uk
190,Dunlop,SP Street Response 2,175/70 R14,91.29,summer,www.dexel.co.uk
191,Vredestein,Quatrac 5,175/70 R14,91.32,winter,www.dexel.co.uk
192,Vredestein,T-Trac 2,175/70 R14,92.04,summer,www.dexel.co.uk
193,Continental,EcoContact 6,175/70 R14,95.04,summer,www.dexel.co.uk
194,Michelin,Energy Saver +,175/70 R14,95.53,summer,www.dexel.co.uk
195,Continental,EcoContact 5,175/70 R14,96.67,summer,www.dexel.co.uk
196,,,175/70 R14,102.79,winter,www.dexel.co.uk
197,,,175/70 R14,104.82,winter,www.dexel.co.uk
198,Continental,VancoContact 2,175/70 R14,109.66,summer,www.dexel.co.uk
199,Pirelli,Carrier,175/70 R14,113.5,summer,www.dexel.co.uk
200,Economy,,175/75 R16,67.8,summer,www.dexel.co.uk
201,Economy,,175/80 R13,52.7,summer,www.dexel.co.uk
202,Dexel,Premium Choice,175/80 R13,69.39,summer,www.dexel.co.uk
203,Economy,,175/80 R14,50.44,summer,www.dexel.co.uk
204,Economy,,175/80 R14,54.66,summer,www.dexel.co.uk
205,Hankook,Kinergy Eco (K425),175/80 R14,65.59,summer,www.dexel.co.uk
206,Vredestein,Quatrac 5,175/80 R14,86.89,winter,www.dexel.co.uk
207,Uniroyal,RainExpert,175/80 R14,88.23,summer,www.dexel.co.uk
208,Continental,EcoContact 6,175/80 R14,90.31,summer,www.dexel.co.uk
209,,,175/80 R14,104.67,winter,www.dexel.co.uk
210,Economy,,175/80 R16,68.42,summer,www.dexel.co.uk
211,,,175/80 R16,105.74,summer,www.dexel.co.uk
212,Economy,,185/50 R16,52.74,summer,www.dexel.co.uk
213,Dexel,Premium Choice,185/50 R16,111.5,summer,www.dexel.co.uk
214,Michelin,Primacy 4,185/50 R16,124.29,summer,www.dexel.co.uk
215,Continental,EcoContact 5,185/50 R16,127.03,summer,www.dexel.co.uk
216,,,185/50 R16,130.14,winter,www.dexel.co.uk
217,Economy,,185/55 R14,48.01,summer,www.dexel.co.uk
218,Dexel,Premium Choice,185/55 R14,74.56,summer,www.dexel.co.uk
219,Hankook,Kinergy Eco (K425),185/55 R14,80.94,summer,www.dexel.co.uk
220,Uniroyal,RainSport 3,185/55 R14,85.24,summer,www.dexel.co.uk
221,Vredestein,Quatrac 5,185/55 R14,97.42,winter,www.dexel.co.uk
222,Goodyear,EfficientGrip Performance,185/55 R14,100.39,summer,www.dexel.co.uk
223,Dunlop,SP Sport BluResponse,185/55 R14,100.39,summer,www.dexel.co.uk
224,Economy,,185/55 R15,48.58,summer,www.dexel.co.uk
225,Hankook,Ventus Prime 3 (K125),185/55 R15,78.97,summer,www.dexel.co.uk
226,Uniroyal,RainSport 5,185/55 R15,79.58,summer,www.dexel.co.uk
227,Uniroyal,RainSport 5,185/55 R15,84.06,summer,www.dexel.co.uk
228,Dexel,Premium Choice,185/55 R15,86.13,summer,www.dexel.co.uk
229,Pirelli,Cinturato P1,185/55 R15,95.24,summer,www.dexel.co.uk
230,Dunlop,SP Sport BluResponse,185/55 R15,99.16,summer,www.dexel.co.uk
231,Goodyear,EfficientGrip,185/55 R15,99.16,summer,www.dexel.co.uk
232,Bridgestone,Ecopia EP150,185/55 R15,101.05,summer,www.dexel.co.uk
233,Pirelli,Cinturato P1,185/55 R15,101.29,summer,www.dexel.co.uk
234,Continental,EcoContact 5,185/55 R15,105.14,summer,www.dexel.co.uk
235,Dunlop,SP Sport BluResponse,185/55 R15,105.82,summer,www.dexel.co.uk
236,Goodyear,EfficientGrip Performance,185/55 R15,105.82,summer,www.dexel.co.uk
237,Michelin,Energy Saver +,185/55 R15,106.81,summer,www.dexel.co.uk
238,Continental,PremiumContact 5,185/55 R15,109.23,summer,www.dexel.co.uk
239,Michelin,Cross Climate +,185/55 R15,110.13,winter,www.dexel.co.uk
240,,,185/55 R15,115.88,winter,www.dexel.co.uk
241,Continental,EcoContact 6,185/55 R15,119.23,summer,www.dexel.co.uk
242,Continental,EcoContact 6,185/55 R15,119.56,summer,www.dexel.co.uk
243,,,185/55 R15,122.78,winter,www.dexel.co.uk
244,Economy,,185/55 R16,55.86,summer,www.dexel.co.uk
245,Economy,,185/55 R16,55.86,summer,www.dexel.co.uk
246,Dexel,Premium Choice,185/55 R16,99.36,summer,www.dexel.co.uk
247,Dexel,Premium Choice,185/55 R16,101.11,summer,www.dexel.co.uk
248,Dunlop,SP Sport FastResponse,185/55 R16,118.76,summer,www.dexel.co.uk
249,Bridgestone,Ecopia EP150,185/55 R16,122.32,summer,www.dexel.co.uk
250,Dunlop,SP Sport FastResponse,185/55 R16,122.4,summer,www.dexel.co.uk
251,,,185/55 R16,125.07,winter,www.dexel.co.uk
252,Continental,EcoContact 6,185/55 R16,131.66,summer,www.dexel.co.uk
253,Continental,EcoContact 6,185/55 R16,132.63,summer,www.dexel.co.uk
254,Economy,,185/60 R13,51.48,summer,www.dexel.co.uk
255,Economy,,185/60 R14,48.98,summer,www.dexel.co.uk
256,Hankook,Kinergy Eco (K425),185/60 R14,61.93,summer,www.dexel.co.uk
257,Dexel,Premium Choice,185/60 R14,66.3,summer,www.dexel.co.uk
258,Dunlop,SP Sport BluResponse,185/60 R14,74.95,summer,www.dexel.co.uk
259,Goodyear,EfficientGrip Performance,185/60 R14,74.95,summer,www.dexel.co.uk
260,Pirelli,Cinturato P1,185/60 R14,76.99,summer,www.dexel.co.uk
261,Vredestein,Quatrac 5,185/60 R14,78.36,winter,www.dexel.co.uk
262,Vredestein,Sportrac 5,185/60 R14,80.35,summer,www.dexel.co.uk
263,Michelin,Energy Saver +,185/60 R14,80.66,summer,www.dexel.co.uk
264,Continental,EcoContact 6,185/60 R14,81.25,summer,www.dexel.co.uk
265,Michelin,Cross Climate +,185/60 R14,82.35,winter,www.dexel.co.uk
266,Economy,,185/60 R15,48.27,summer,www.dexel.co.uk
267,Economy,,185/60 R15,50.88,summer,www.dexel.co.uk
268,Dexel,Premium Choice,185/60 R15,78.55,summer,www.dexel.co.uk
269,Dexel,Premium Choice,185/60 R15,78.57,summer,www.dexel.co.uk
270,,,185/60 R15,80.58,winter,www.dexel.co.uk
271,Michelin,Cross Climate +,185/60 R15,88.56,winter,www.dexel.co.uk
272,Dunlop,SP Sport BluResponse,185/60 R15,90.68,summer,www.dexel.co.uk
273,Goodyear,EfficientGrip Performance,185/60 R15,90.68,summer,www.dexel.co.uk
274,Pirelli,Cinturato P1 Verde,185/60 R15,91.72,summer,www.dexel.co.uk
275,Goodyear,EfficientGrip Performance,185/60 R15,93.7,summer,www.dexel.co.uk
276,Bridgestone,Turanza T005,185/60 R15,93.76,summer,www.dexel.co.uk
277,Continental,EcoContact 6,185/60 R15,95.29,summer,www.dexel.co.uk
278,Continental,EcoContact 6,185/60 R15,95.58,summer,www.dexel.co.uk
279,Continental,EcoContact 5,185/60 R15,95.58,summer,www.dexel.co.uk
280,Michelin,Primacy 4,185/60 R15,96.28,summer,www.dexel.co.uk
281,Michelin,Primacy 4,185/60 R15,96.28,summer,www.dexel.co.uk
282,Michelin,Primacy 4,185/60 R15,96.38,summer,www.dexel.co.uk
283,Continental,EcoContact 6,185/60 R15,97.16,summer,www.dexel.co.uk
284,Michelin,Primacy 4,185/60 R15,98.06,summer,www.dexel.co.uk
285,,,185/60 R16,122.26,winter,www.dexel.co.uk
286,Economy,,185/65 R14,46.03,summer,www.dexel.co.uk
287,Economy,,185/65 R14,52.08,summer,www.dexel.co.uk
288,Dexel,Premium Choice,185/65 R14,73.24,summer,www.dexel.co.uk
289,Vredestein,Quatrac 5,185/65 R14,86.29,winter,www.dexel.co.uk
290,Continental,EcoContact 6,185/65 R14,86.53,summer,www.dexel.co.uk
291,Michelin,Energy Saver +,185/65 R14,87.42,summer,www.dexel.co.uk
292,Vredestein,Sportrac 5,185/65 R14,89.41,summer,www.dexel.co.uk
293,Dunlop,SP Sport BluResponse,185/65 R14,89.48,summer,www.dexel.co.uk
294,Continental,EcoContact 6,185/65 R14,92.7,summer,www.dexel.co.uk
295,Michelin,Energy Saver +,185/65 R14,93.21,summer,www.dexel.co.uk
296,Economy,,185/65 R15,49.58,summer,www.dexel.co.uk
297,Economy,,185/65 R15,53.07,summer,www.dexel.co.uk
298,Hankook,Kinergy Eco (K425),185/65 R15,71.84,summer,www.dexel.co.uk
299,Dexel,Premium Choice,185/65 R15,73.47,summer,www.dexel.co.uk
300,Bridgestone,Ecopia EP25,185/65 R15,77.59,summer,www.dexel.co.uk
301,Vredestein,T-Trac 2,185/65 R15,78.14,summer,www.dexel.co.uk
302,,,185/65 R15,78.27,winter,www.dexel.co.uk
303,Continental,EcoContact 5,185/65 R15,81.24,summer,www.dexel.co.uk
304,Continental,EcoContact 6,185/65 R15,81.24,summer,www.dexel.co.uk
305,Michelin,Primacy 4,185/65 R15,82.16,summer,www.dexel.co.uk
306,Goodyear,EfficientGrip Compact,185/65 R15,83.42,summer,www.dexel.co.uk
307,Michelin,Cross Climate +,185/65 R15,87.5,winter,www.dexel.co.uk
308,Continental,EcoContact 5,185/65 R15,87.96,summer,www.dexel.co.uk
309,Pirelli,Cinturato P1,185/65 R15,88.69,summer,www.dexel.co.uk
310,Michelin,Primacy 4,185/65 R15,90.48,summer,www.dexel.co.uk
311,Michelin,Primacy 4,185/65 R15,90.48,summer,www.dexel.co.uk
312,Dunlop,SP Sport BluResponse,185/65 R15,90.68,summer,www.dexel.co.uk
313,Goodyear,EfficientGrip Performance,185/65 R15,90.68,summer,www.dexel.co.uk
314,Bridgestone,Turanza T001,185/65 R15,90.9,summer,www.dexel.co.uk
315,Continental,EcoContact 5,185/65 R15,92.4,summer,www.dexel.co.uk
316,Continental,PremiumContact 5,185/65 R15,92.4,summer,www.dexel.co.uk
317,Continental,EcoContact 6,185/65 R15,92.4,summer,www.dexel.co.uk
318,Michelin,Primacy 4,185/65 R15,94.51,summer,www.dexel.co.uk
319,Michelin,Primacy 4,185/65 R15,94.51,summer,www.dexel.co.uk
320,Economy,,185/70 R13,47.64,summer,www.dexel.co.uk
321,Economy,,185/70 R13,47.88,summer,www.dexel.co.uk
322,Economy,,185/70 R13,63.0,summer,www.dexel.co.uk
323,Uniroyal,RainExpert 3,185/70 R13,77.89,summer,www.dexel.co.uk
324,Economy,,185/70 R14,51.32,summer,www.dexel.co.uk
325,Economy,,185/70 R14,53.64,summer,www.dexel.co.uk
326,Dexel,Premium Choice,185/70 R14,82.1,summer,www.dexel.co.uk
327,Uniroyal,RainExpert,185/70 R14,84.44,summer,www.dexel.co.uk
328,Vredestein,Quatrac 5,185/70 R14,90.52,winter,www.dexel.co.uk
329,Goodyear,EfficientGrip Compact,185/70 R14,94.93,summer,www.dexel.co.uk
330,Michelin,Energy Saver +,185/70 R14,101.26,summer,www.dexel.co.uk
331,Continental,EcoContact 5,185/70 R14,101.4,summer,www.dexel.co.uk
332,Michelin,Energy Saver +,185/70 R14,102.68,summer,www.dexel.co.uk
333,Continental,PremiumContact 5,185/70 R14,103.69,summer,www.dexel.co.uk
334,Economy,,185/75 R16,60.97,summer,www.dexel.co.uk
335,Hankook,Vantra LT (RA18),185/75 R16,99.56,summer,www.dexel.co.uk
336,Dexel,Premium Choice,185/75 R16,100.45,summer,www.dexel.co.uk
337,Uniroyal,RainMax 3,185/75 R16,101.78,summer,www.dexel.co.uk
338,Goodyear,EfficientGrip Cargo,185/75 R16,102.73,summer,www.dexel.co.uk
339,Continental,VanContact 100,185/75 R16,125.52,summer,www.dexel.co.uk
340,Dunlop,EconoDrive,185/75 R16,129.62,summer,www.dexel.co.uk
341,Bridgestone,Duravis R660,185/75 R16,132.14,summer,www.dexel.co.uk
342,Michelin,Agilis +,185/75 R16,142.2,summer,www.dexel.co.uk
343,Economy,,185/80 R14,59.85,summer,www.dexel.co.uk
344,Hankook,Vantra LT (RA18),185/80 R14,83.91,summer,www.dexel.co.uk
345,Dexel,Premium Choice,185/80 R14,90.87,summer,www.dexel.co.uk
346,Economy,,185/80 R15,68.23,summer,www.dexel.co.uk
347, , ,195/40 R17,63.84,summer,www.dexel.co.uk
348,Hankook,Ventus S1 Evo (K107),195/40 R17,93.04,summer,www.dexel.co.uk
349,Goodyear,EfficientGrip Performance,195/40 R17,114.9,summer,www.dexel.co.uk
350,Economy,,195/45 R15,43.94,summer,www.dexel.co.uk
351,Economy,,195/45 R16,53.05,summer,www.dexel.co.uk
352,Dexel,Premium Choice,195/45 R16,83.19,summer,www.dexel.co.uk
353,Uniroyal,RainSport 5,195/45 R16,83.88,summer,www.dexel.co.uk
354,Hankook,Ventus Prime 3 (K125),195/45 R16,85.64,summer,www.dexel.co.uk
355,Dunlop,SP Sport BluResponse,195/45 R16,98.77,summer,www.dexel.co.uk
356,Goodyear,EfficientGrip,195/45 R16,99.54,summer,www.dexel.co.uk
357,Michelin,Primacy 4,195/45 R16,101.24,summer,www.dexel.co.uk
358,Bridgestone,Turanza T005,195/45 R16,103.51,summer,www.dexel.co.uk
359,Michelin,Pilot Sport 3,195/45 R16,103.54,summer,www.dexel.co.uk
360,Continental,EcoContact 6,195/45 R16,106.54,summer,www.dexel.co.uk
361,Continental,SportContact 3,195/45 R16,106.6,summer,www.dexel.co.uk
362,Continental,EcoContact 5,195/45 R16,107.2,summer,www.dexel.co.uk
363,Continental,EcoContact 6,195/45 R16,107.2,summer,www.dexel.co.uk
364,,,195/45 R16,129.63,winter,www.dexel.co.uk
365, , ,195/45 R17,66.54,summer,www.dexel.co.uk
